chunk_id,document_id,document_title,filename,source_url,doc_type,topic,chunk_order,chunk_text
25,2,Правила внутреннего распорядка,education_rules.docx,internal,regulation,education_rules,24,"авляющего опасность для окружающих, режима повышенной готовности, либо в период осуществления на соответствующей территории ограничительных мероприятий (карантина), несоблюдение которых создает угрозу причинения вреда НИУ ВШЭ, его работникам и обучающимся;
3.5.24. не допускать действия, которые создают или могут создавать угрозу информационной безопасности НИУ ВШЭ, в том числе не совершать несанкционированные администрацией НИУ ВШЭ действия, связанные с вмешательством в работу автоматизированных систем НИУ ВШЭ;
3.5.25. соблюдать требования информационной безопасности, установленные законодательством Российской Федерации, локальными нормативными актами НИУ ВШЭ, при использовании цифровых ресурсов, сервисов и инфраструктуры Университета;
3.5.26. с учетом возрастных и психофизических особенностей участвовать в общественно полезном труде, предусмотренном основной общеобразовательной программой и направленном на формирование у обучающихся трудолюбия и базовых трудовых навыков, чувства причастности и уважения к результатам труда;
3.5.27. выполнять другие обязанности в соответствии с законодательством Российской Федерации, уставом университета, Правилами и иными, локальными нормативными"
26,2,Правила внутреннего распорядка,education_rules.docx,internal,regulation,education_rules,25,"частности и уважения к результатам труда;
3.5.27. выполнять другие обязанности в соответствии с законодательством Российской Федерации, уставом университета, Правилами и иными, локальными нормативными актами университета.
3.6. Обучающиеся из числа иностранных граждан и лиц без гражданства также обязаны:
3.6.1. соблюдать установленные миграционным законодательством Российской Федерации правила въезда, выезда, передвижения и режим пребывания (проживания) на территории Российской Федерации, правила миграционного учета, а также иные установленные законодательством Российской Федерации требования в связи с пребыванием (проживанием) иностранных граждан на территории Российской Федерации;
3.6.2. по требованию должностных лиц университета предоставлять сведения и (или) документы, связанные с соблюдением правил миграционного сопровождения иностранных граждан и лиц без гражданства в порядке, установленном локальными нормативными актами НИУ ВШЭ.
3.7. Иные обязанности обучающихся, не предусмотренные Правилами, устанавливаются законодательством Российской Федерации, локальными нормативными актами университета, договором об оказании платных образовательных услуг.
4. ДИСЦИПЛИНАРНАЯ"
27,2,Правила внутреннего распорядка,education_rules.docx,internal,regulation,education_rules,26,"е предусмотренные Правилами, устанавливаются законодательством Российской Федерации, локальными нормативными актами университета, договором об оказании платных образовательных услуг.
4. ДИСЦИПЛИНАРНАЯ ОТВЕТСТВЕННОСТЬ ОБУЧАЮЩИХСЯ
4.1. Дисциплинарным проступком признается неисполнение или нарушение Правил, иных локальных нормативных актов университета, в том числе регламентирующих организацию и осуществление образовательной деятельности.
За совершение дисциплинарного проступка к обучающемуся могут быть применены следующие меры дисциплинарного взыскания:
а) замечание;
б) выговор;
в) отчисление.
4.2. Университет осуществляет выбор конкретной меры дисциплинарного взыскания с учетом требований законодательства об образовании. Меры дисциплинарного взыскания могут быть применены к обучающемуся в любой последовательности (очередности), независимо от того, как они перечислены в пункте 4.1 Правил.
4.3. За нарушение обязанности, предусмотренной подпунктом 3.5.2 пункта 3.5 Правил, обучающийся может быть отчислен по инициативе университета за невыполнение обязанностей по добросовестному освоению образовательной программы и выполнению учебного плана. Отчисление в этом случае не рассматривается"
28,2,Правила внутреннего распорядка,education_rules.docx,internal,regulation,education_rules,27,"жет быть отчислен по инициативе университета за невыполнение обязанностей по добросовестному освоению образовательной программы и выполнению учебного плана. Отчисление в этом случае не рассматривается как мера дисциплинарного взыскания и порядок привлечения обучающихся к дисциплинарной ответственности применению не подлежит.
4.4. За каждый дисциплинарный проступок может быть применена одна мера дисциплинарного взыскания.
4.5. Меры дисциплинарного взыскания применяются к обучающимся:
– непосредственно совершившим дисциплинарный проступок;
– организовавшим и/или руководившим совершением дисциплинарного проступка, в том числе путем создания и/или руководства неформальным объединением обучающихся, нарушающим требования локальных нормативных актов университета;
– склонившим других обучающихся к совершению дисциплинарного проступка;
– содействовавшим совершению дисциплинарного проступка;
– использовавшим для совершения дисциплинарного проступка иных лиц, не подлежащих дисциплинарной ответственности.
4.6. Если в течение года со дня применения меры дисциплинарного взыскания к обучающемуся не будет применена новая мера дисциплинарного взыскания, то он считается не имеющим меры"
29,2,Правила внутреннего распорядка,education_rules.docx,internal,regulation,education_rules,28,"арной ответственности.
4.6. Если в течение года со дня применения меры дисциплинарного взыскания к обучающемуся не будет применена новая мера дисциплинарного взыскания, то он считается не имеющим меры дисциплинарного взыскания.
4.7. Не допускается применение мер дисциплинарного взыскания к обучающимся во время их болезни, каникул, академического отпуска, отпуска по беременности и родам или отпуска по уходу за ребенком.
4.8. Решение о применении к обучающемуся меры дисциплинарного взыскания принимает ректор университета или иное уполномоченное им должностное лицо университета (далее – уполномоченное лицо) путем издания соответствующего приказа.
4.9. В случаях, предусмотренных Правилами, рассмотрение вопроса о применении к обучающимся меры дисциплинарного взыскания может осуществляться с участием дисциплинарной комиссии НИУ ВШЭ.
4.10. Уполномоченное лицо до истечения года со дня применения меры дисциплинарного взыскания (за исключением меры дисциплинарного взыскания в виде отчисления) имеет право снять ее с обучающегося по собственной инициативе, просьбе самого обучающегося, родителей (законных представителей) несовершеннолетнего обучающегося, ходатайству соответственно"
30,2,Правила внутреннего распорядка,education_rules.docx,internal,regulation,education_rules,29,"отчисления) имеет право снять ее с обучающегося по собственной инициативе, просьбе самого обучающегося, родителей (законных представителей) несовершеннолетнего обучающегося, ходатайству соответственно Студенческого совета НИУ ВШЭ/студенческого совета филиала НИУ ВШЭ, Совета учащихся Лицея НИУ ВШЭ, совета родителей (законных представителей) несовершеннолетних обучающихся университета.
4.11. Применение к обучающемуся по договору об оказании платных образовательных услуг дисциплинарного взыскания в виде выговора является основанием для лишения обучающегося предоставленной ему скидки по оплате обучения, если локальным нормативным актом университета не установлено иное.
4.12. Период времени, на который обучающийся лишается скидки по оплате обучения в случае применения к нему дисциплинарного взыскания в соответствии с пунктом 4.11 Правил, определяется в соответствии с локальными нормативными актами НИУ ВШЭ.
5. ПООЩРЕНИЕ ОБУЧАЮЩИХСЯ
5.1. За успехи в учебной, физкультурной, спортивной, общественной, научной, научно-технической, творческой, экспериментальной и инновационной деятельности для обучающихся университета на условиях и в порядке, предусмотренном законодательством Российской"
31,2,Правила внутреннего распорядка,education_rules.docx,internal,regulation,education_rules,30,"общественной, научной, научно-технической, творческой, экспериментальной и инновационной деятельности для обучающихся университета на условиях и в порядке, предусмотренном законодательством Российской Федерации и локальными нормативными актами университета, устанавливаются следующие виды морального и материального поощрения:
а) объявление благодарности;
б) награждение ценным подарком;
в) назначение стипендии.
Локальными нормативными актами НИУ ВШЭ могут устанавливаться иные виды поощрения обучающихся. Выбор видов поощрения осуществляют ректор университета или иное уполномоченное им должностное лицо.
5.2. Обучающиеся могут быть представлены к назначению стипендий Президента Российской Федерации и Правительства Российской Федерации.
5.3. Поощрение объявляется приказом ректора университета или иного уполномоченного им должностного лица университета и доводится до сведения обучающихся. Выписка из приказа о поощрении хранится в личном деле обучающегося.
6. ПОРЯДОК В ЗДАНИЯХ УНИВЕРСИТЕТА
6.1. Общий режим работы университета – с 8 час. 00 мин. до 23 час. 00 мин. По решению администрации НИУ ВШЭ отдельные помещения в зданиях университета, наряду с общежитиями, гостиницами, учебными"
32,2,Правила внутреннего распорядка,education_rules.docx,internal,regulation,education_rules,31,"ТЕТА
6.1. Общий режим работы университета – с 8 час. 00 мин. до 23 час. 00 мин. По решению администрации НИУ ВШЭ отдельные помещения в зданиях университета, наряду с общежитиями, гостиницами, учебными центрами и учебно-оздоровительными комплексами, могут быть доступны обучающимся в круглосуточном режиме. Такое решение может приниматься исходя из целей повышения эффективности образовательного процесса в НИУ ВШЭ и с учетом возможностей НИУ ВШЭ по обеспечению безопасности и соблюдению ограничений, установленных законодательством Российской Федерации и соответствующих субъектов Российской Федерации, в том числе в отношении нахождения несовершеннолетних в общественных и иных местах. Решение об отмене введенного для тех или иных помещений в зданиях университета круглосуточного режима должно быть опубликовано на корпоративном сайте (портале) НИУ ВШЭ и доведено до сведения обучающихся посредством рассылки на адреса корпоративной электронной почты обучающихся не позднее, чем за три дня до вступления в силу такого решения.
6.2. Находясь в зданиях университета, обучающиеся обязаны соблюдать общепринятые нормы поведения в общественных местах и использовать помещения университета по"
33,2,Правила внутреннего распорядка,education_rules.docx,internal,regulation,education_rules,32,"дня до вступления в силу такого решения.
6.2. Находясь в зданиях университета, обучающиеся обязаны соблюдать общепринятые нормы поведения в общественных местах и использовать помещения университета по назначению.
6.3. На территории университета обучающимся запрещается:
6.3.1. появление в состоянии алкогольного, наркотического или токсического опьянения;
6.3.2. потребление табака и использование устройств для потребления никотинсодержащей и/или безникотиновой продукции, в том числе электронных систем доставки никотина и устройств для нагревания табака, а также их составных частей и элементов;
6.3.3. организация, проведение и участие в азартных играх;
6.3.4. употребление алкогольных, слабоалкогольных напитков, пива;
6.3.5. хранение, приобретение, употребление и распространение наркотических средств и психотропных веществ, их прекурсоров и аналогов и других одурманивающих веществ;
6.3.6. хранение, распространение и использование взрывчатых и огнеопасных веществ, пиротехнических средств;
6.3.7. вывешивание объявлений, нанесение надписей вне отведенных для этого мест без соответствующего разрешения администрации университета;
6.3.8. использование выделенных для обучения аудиторий и"
34,2,Правила внутреннего распорядка,education_rules.docx,internal,regulation,education_rules,33,"тв;
6.3.7. вывешивание объявлений, нанесение надписей вне отведенных для этого мест без соответствующего разрешения администрации университета;
6.3.8. использование выделенных для обучения аудиторий и оборудования в личных целях;
6.3.9. вынос из зданий университета имущества, предметов или материалов, принадлежащих университету, а также внос в здание громоздких предметов без получения на то соответствующего разрешения администрации университета.
6.4. При входе в здания университета, а также при нахождении в них обучающиеся обязаны использовать средства индивидуальной защиты органов дыхания (маски, респираторы), антисептические средства при посещении мест общего пользования с учетом рекомендаций Главного санитарного врача Российской Федерации, а также соблюдать иные требования, предусмотренные для граждан при посещении ими зданий, строений, сооружений (помещений в них), и установленные законодательством Российской Федерации, в том числе санитарными эпидемиологическими нормами, локальными нормативными актами НИУ ВШЭ, действующие в период режима чрезвычайной ситуации или при возникновении угрозы распространения заболевания, представляющего опасность для окружающих, режима повышенной"
35,2,Правила внутреннего распорядка,education_rules.docx,internal,regulation,education_rules,34,"ыми нормативными актами НИУ ВШЭ, действующие в период режима чрезвычайной ситуации или при возникновении угрозы распространения заболевания, представляющего опасность для окружающих, режима повышенной готовности, либо в период осуществления на соответствующей территории ограничительных мероприятий (карантина).
6.5. Обучающимся университета разрешается использовать свободные от аудиторных занятий помещения для самостоятельной работы и проведения внеучебных мероприятий в установленном НИУ ВШЭ порядке. Компьютерные классы для самоподготовки выделяются в соответствии с установленным в университете расписанием.
6.6. Мероприятия, проводимые в зданиях и на территории университета, не должны содержать информацию, отнесенную законодательством Российской Федерации о защите детей от информации, причиняющей вред их здоровью и развитию, к информации, запрещенной для детей, и (или) предполагать ее распространение.
Приказом ректора или руководителя, координирующего соответствующее направление деятельности университета или соответствующее структурное подразделение, может быть разрешено проведение мероприятия, содержащего запрещенную для детей информацию, с назначение лица, обеспечивающего"
36,2,Правила внутреннего распорядка,education_rules.docx,internal,regulation,education_rules,35,"е деятельности университета или соответствующее структурное подразделение, может быть разрешено проведение мероприятия, содержащего запрещенную для детей информацию, с назначение лица, обеспечивающего контроль соблюдения законодательства Российской Федерации о защите детей от информации при организации и проведении соответствующего мероприятия.
6.7. Порядок допуска обучающихся в здания и на территорию университета определяется Положением о внутриобъектовом и пропускном режиме на объектах университета, Правилами внутреннего распорядка студенческого общежития университета.
6.8. Ректор, первые проректоры, проректоры, старшие директора и директора по направлениям деятельности университета, директора филиалов университета устанавливают часы приема обучающихся университета по личным вопросам.
6.9. Руководители структурных подразделений, реализующих образовательные программы, их заместители и структурные подразделения, осуществляющие сопровождение учебного процесса, устанавливают часы приема обучающихся в зависимости от времени работы структурных подразделений.
6.10. Руководители иных структурных подразделений устанавливают часы приема обучающихся в зависимости от режима работы"
37,2,Правила внутреннего распорядка,education_rules.docx,internal,regulation,education_rules,36,"асы приема обучающихся в зависимости от времени работы структурных подразделений.
6.10. Руководители иных структурных подразделений устанавливают часы приема обучающихся в зависимости от режима работы структурных подразделений.
6.11. Часы приемов руководителей, указанные в пунктах 6.8 – 6.10 Правил размещаются на персональных страницах соответствующих руководителей в рамках корпоративного сайта (портала) НИУ ВШЭ.
7. ИСЧИСЛЕНИЕ СРОКОВ
7.1. Сроки совершения действий, предусмотренные Правилами и/или приложением к ним, определяются точной календарной датой, указанием на событие, которое обязательно должно наступить, или периодом, в течение которого действие может быть совершено.
7.2. Сроки исчисляются годами, месяцами и днями. В сроки, исчисляемые календарными днями, включаются нерабочие дни. В сроки, исчисляемые учебными днями, включается суббота. При реализации образовательной программы в формате «группа выходного дня» воскресение может являться учебным днем для отдельных категорий обучающихся, если это предусмотрено учебным планом.
7.3. Течение срока, исчисляемого годами, месяцами или днями, начинается на следующий день после календарной даты или дня наступления события, которыми"
38,2,Правила внутреннего распорядка,education_rules.docx,internal,regulation,education_rules,37,"учающихся, если это предусмотрено учебным планом.
7.3. Течение срока, исчисляемого годами, месяцами или днями, начинается на следующий день после календарной даты или дня наступления события, которыми определено начало срока.
7.4. Срок, исчисляемый годами, истекает в соответствующий месяц и число последнего года установленного срока.
7.5. Срок, исчисляемый месяцами, истекает в соответствующее число последнего месяца установленного срока. Если окончание срока, исчисляемого месяцами, приходится на месяц, который соответствующего числа не имеет, срок истекает в последний день этого месяца.
7.6. Срок, исчисляемый днями, истекает в последний день установленного срока.
7.7. Если последний день срока приходится на нерабочий/неучебный день, днем окончания срока считается ближайший следующий за ним рабочий/учебный день.
7.8. Действие, для совершения которого установлен срок, может быть выполнено до двадцати четырех часов последнего дня установленного срока."
39,3,Часто задаваемые вопросы (общие),faq_general.txt,https://www.hse.ru/vtotd/faq,faq,faq,1,"Часто задаваемые вопросы
Вопрос: Как оформить академический отпуск?
Ответ: Необходимо подать заявление и предоставить документы.
Вопрос: Обязательна ли практика?
Ответ: Да, практика является обязательной частью обучения.
Вопрос: Что такое ВКР?
Ответ: Это выпускная квалификационная работа, выполняемая в конце обучения.
Вопрос: Нужно ли проходить предзащиту?
Ответ: Да, предзащита является этапом подготовки к защите ВКР."
40,4,Часто задаваемые вопросы (академический отпуск и военкомат),faq_military_academic.txt,https://www.hse.ru/vtotd/faq,faq,academic_leave,1,"FAQ по академическому отпуску и воинскому учету
Вопрос: Можно ли взять академический отпуск?
Ответ: Да, при наличии оснований.
Вопрос: Сохраняется ли статус студента?
Ответ: Да, статус сохраняется.
Вопрос: Влияет ли академический отпуск на отсрочку от армии?
Ответ: Может влиять, требуется уточнение в военкомате."
41,6,Практика (общая информация),practice_main.txt,https://www.hse.ru/studyspravka/practice,web,practice,1,"Практическая подготовка студентов НИУ ВШЭ
Практическая подготовка — обязательная часть образовательной программы.
Она регулируется:
- образовательной программой;
- учебным планом;
- методическими рекомендациями.
Виды практики:
- учебная практика;
- производственная практика;
- преддипломная практика.
Цели практики:
- применение теоретических знаний;
- развитие профессиональных навыков;
- подготовка к выполнению ВКР.
Студент обязан:
- пройти практику в установленный срок;
- выполнить задание;
- подготовить отчет;
- получить оценку.
Место практики:
- организация;
- компания;
- подразделение университета.
Контроль осуществляется научным руководителем и руководителем практики."
42,8,Методические рекомендации по ВКР,vkr_guidelines.pdf,https://www.hse.ru/mirror/pubs/share/1011417046.pdf,methodical,vkr,1,"Одобрено
Академическим советом образовательной программы
15.09.2024, протокол №12
Методические рекомендации по подготовке и защите
Выпускной квалификационной работы - магистерской
«Прикладная электроника и фотоника» в Московском
институте электроники и математики им. А.Н. Тихонова НИУ
ВШЭ
Оглавление
1 Общие положения. Список обозначений и сокращений. Связанные документы ........ 3
2 Содержание, цели, структура ВКР .................................................................................... 4
3 Оформление ВКР ................................................................................................................ 8
4 График подготовки ВКР ................................................................................................... 18
5 Подготовка к защите......................................................................................................... 18
6 Защита ВКР ....................................................................................................................... 20
Приложение 1 Шаблон титульного листа ВКР ............................................................................ 22
Приложение 2 Шаблон задания на выполнение"
43,8,Методические рекомендации по ВКР,vkr_guidelines.pdf,https://www.hse.ru/mirror/pubs/share/1011417046.pdf,methodical,vkr,2,".................................. 20
Приложение 1 Шаблон титульного листа ВКР ............................................................................ 22
Приложение 2 Шаблон задания на выполнение магистерской диссертации ............................ 23
Приложение 3 Пример аннотации на русском и английском языках ........................................ 25
Приложение 4 Примерный график выполнения различных этапов подготовки ВКР .............. 26
Приложение 5 Заявление на изменение темы ВКР ...................................................................... 28
Приложение 6 Заявление на изменение руководителя и темы ВКР .......................................... 29
Приложение 7 Шаблон отзыва научного руководителя на ВКР ................................................ 30
Приложение 8 Пример отзыва руководителя ВКР ....................................................................... 31
Приложение 9 Шаблон рецензии на ВКР ..................................................................................... 32
Приложение 10 Пример отзыва рецензента ВКР ......................................................................... 33
1 Общие положения. Список обозначений"
44,8,Методические рекомендации по ВКР,vkr_guidelines.pdf,https://www.hse.ru/mirror/pubs/share/1011417046.pdf,methodical,vkr,3,"....................................... 32
Приложение 10 Пример отзыва рецензента ВКР ......................................................................... 33
1 Общие положения. Список обозначений и
сокращений. Связанные документы
Настоящие методические рекомендации дополняют требования к
подготовке, оцениванию, защите и публикации выпускных квалификационных
работ образовательных программ магистратуры МИЭМ НИУ ВШЭ в части, не
урегулированной специально Положением о государственной итоговой
аттестации студентов образо вательных программ высшего образования –
программ бакалавриата, специалитета и магистратуры Национального
Решением Ученого совета от 17.06.2021 г.)
Выпускная квалификационная работа (ВКР) магистра выполняется в
виде магистерской диссертации (МД) в период, установленный учебным
планом соответствующей образовательной программы (ОП) и представляет
собой самостоятельную и логически завершенную работу, связанную с
решением научно-исследовательских («Академический формат») или
проектно-исследовательских («Проектно-исследовательский формат») задач.
Тематика ВКР должна быть направлена на решение проф ессиональных задач
по профилю обучения.
В настоящих Правилах"
45,8,Методические рекомендации по ВКР,vkr_guidelines.pdf,https://www.hse.ru/mirror/pubs/share/1011417046.pdf,methodical,vkr,4,"ий формат») или
проектно-исследовательских («Проектно-исследовательский формат») задач.
Тематика ВКР должна быть направлена на решение проф ессиональных задач
по профилю обучения.
В настоящих Правилах используются следующие обозначения и
сокращения:
ВКР – выпускная квалификационная работа,
ГИА – государственная итоговая аттестация,
ГЭК – государственная экзаменационная комиссия,
НИР – научно-исследовательская работа,
ПО – программное обеспечение,
ПП – преддипломная практика.
ОП - Образовательная программа – комплекс основных характеристик
образования (объем, содержание, планируемые результаты), организационно -
педагогических условий и форм аттестации, который представлен в виде
учебного плана, календарного учебного графика, рабочих программ дисциплин,
иных компонентов, а также оценочных и методических материалов.
LMS (Learning Management System) – система электронной поддержки
образовательного процесса НИУ ВШЭ.
2 Содержание, цели, структура ВКР
Магистерская диссертация представляет собой выпускную
квалификационную работу научной направленности, выполняемую студентом
самостоятельно под руководством научного руководителя на завершающей
стадии обучения по основной профессиональной"
46,8,Методические рекомендации по ВКР,vkr_guidelines.pdf,https://www.hse.ru/mirror/pubs/share/1011417046.pdf,methodical,vkr,5,"собой выпускную
квалификационную работу научной направленности, выполняемую студентом
самостоятельно под руководством научного руководителя на завершающей
стадии обучения по основной профессиональной образовательной пр ограмме
подготовки магистра.
Цели выполнения и защиты выпускной квалификационной работы
– магистерской диссертации:
1. углубление, систематизация и интеграция теоретических знаний и
практических навыков по направлению подготовки высшего
профессионального образования;
2. развитие умения критически оценивать и обобщать теоретические
положения;
3. овладение современными методами научного исследования
4. применение полученных знаний при решении прикладных задач по
направлению подготовки;
5. стимулирование навыков самостоятельной аналитической работы;
6. получение навыков написания и публикации научных статей и
выступлений на научных конференциях;
7. оценка подготовленности магистранта к практической деятельности
в условиях рыночной экономики;
8. развитие навыков публичной дискуссии и защиты научных идей,
предложений и рекомендаций.
Магистерская диссертация относится к разряду учебно -
исследовательских работ, ее научный уровень должен отвечать
соответствующей"
